Flight No.,Launch site,Payload,Payload mass,Orbit,Customer,Launch outcome,Version Booster,Booster landing,Date,Time
57,CCAFS,SpaceX CRS-15,"2,697 kg",Polar,Northrop Grumman,Success,,,4 June 2018,04:45
58,CCAFS,Telstar 19V,"7,075 kg",GTO,SES,Success,,,29 June 2018,09:42
59,CCAFS,Iridium NEXT,"9,600 kg",GTO,Hisdesat,Success,,,22 July 2018,05:50
60,VAFB,Merah Putih,"5,800 kg",LEO,Hispasat,Success,,,25 July 2018,11:39
61,CCAFS,Telstar 18V,"7,060 kg",Polar,Iridium Communications,Success,,,7 August 2018,05:18
62,CCAFS,SAOCOM 1A,"3,000 kg",LEO,NASA,Success,,,10 September 2018,04:45
63,VAFB,Es'hail 2,"5,300 kg",GTO,NASA,Success,,,8 October 2018,02:22
64,KSC,SSO-A,"~4,000 kg",SSO,Thales-Alenia,Success,,,15 November 2018,20:46
65,VAFB,SpaceX CRS-16,"2,500 kg",GTO,Iridium Communications,Success,,,3 December 2018,18:34:05
66,CCAFS,GPS III,"4,400 kg",Polar,SES,Success,,,5 December 2018,18:16
67,CCAFS,Iridium NEXT,"9,600 kg",LEO,NASA,Success,,,23 December 2018,13:51
68,VAFB,Nusantara Satu,"4,850 kg",HEO,Telesat,Success,,,11 January 2019,15:31
69,CCAFS,Crew Dragon Demo-1,"12,055 kg",GTO,Iridium Communications,Success,,,22 February 2019,01:45
70,KSC,SpaceX CRS-17,"2,495 kg",Polar,Telkom Indonesia,Success,,,2 March 2019,07:49
71,CCAFS,Starlink,"13,620 kg",GTO,Telesat,Success,,,4 May 2019,06:48
72,CCAFS,RADARSAT Constellation,"4,200 kg",LEO,CONAE,Success,,,24 May 2019,02:30
73,VAFB,SpaceX CRS-18,"2,268 kg",GTO,Es'hailSat,Success,,,12 June 2019,14:17
74,CCAFS,AMOS-17,"6,500 kg",Polar,Spaceflight Industries,Success,,,25 July 2019,22:01
75,CCAFS,Starlink,"15,600 kg",GTO,NASA,"Success
",,,6 August 2019,23:23
76,CCAFS,SpaceX CRS-19,"2,617 kg",GTO,USAF,Success,,,11 November 2019,14:56
77,CCAFS,JCSat-18,"6,956 kg",SSO,Iridium Communications,"Success
",,,5 December 2019,17:29
78,CCAFS,Starlink,"15,600 kg",GTO,PSN,"Success
",,,17 December 2019,00:10
79,CCAFS,Crew Dragon in-flight abort test,"12,050 kg",SSO,NASA,"Success
",,,7 January 2020,02:19:21
80,KSC,Starlink,"15,600 kg",LEO,NASA,"Success
",,,19 January 2020,15:30
81,CCAFS,Starlink,"15,600 kg",MEO,SpaceX,"Success
",,,29 January 2020,14:07
82,CCAFS,SpaceX CRS-20,"1,977 kg",Polar,Canadian Space Agency,"Success
",,,17 February 2020,15:05
83,CCAFS,Starlink,"15,600 kg",GTO,NASA,"Success
",,,7 March 2020,04:50
84,KSC,Starlink,"15,600 kg",LEO,Spacecom,"Success
",,,18 March 2020,12:16
85,KSC,Crew Dragon Demo-2,"12,530 kg",LEO,SpaceX,"Success
",,,22 April 2020,19:30
86,KSC,Starlink,"15,600 kg",LEO,NASA,"Success
",,,30 May 2020,19:22
87,CCAFS,Starlink,"15,410 kg",SSO,Sky Perfect JSAT,"Success
",,,4 June 2020,01:25
88,CCAFS,GPS III,"4,311 kg",LEO,SpaceX,"Success
",,,13 June 2020,09:21
89,CCAFS,ANASIS-II,"5,000–6,000 kg",GTO,NASA,"Success
",,,30 June 2020,20:10:46
90,CCAFS,Starlink,"14,932 kg",LEO,SpaceX,"Success
",,,20 July 2020,21:30
91,KSC,Starlink,"~15,440 kg",LEO,SpaceX,"Success
",,,7 August 2020,05:12
92,CCAFS,SAOCOM 1B,"3,130 kg",GTO,NASA,"Success
",,,18 August 2020,14:31
93,CCAFS,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,,30 August 2020,23:18
94,KSC,Starlink,"15,600 kg",Sub-orbital,SpaceX,"Success
",,,3 September 2020,12:46:14
95,KSC,Starlink,"15,600 kg",LEO,NASA,"Success
",,,6 October 2020,11:29:34
96,KSC,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,,18 October 2020,12:25:57
97,CCAFS,GPS III,"4,311 kg",LEO,SpaceX,"Success
",,,24 October 2020,15:31:34
98,CCAFS,Crew-1,"~12,500 kg",LEO,U.S. Space Force,"Success
",,,5 November 2020,23:24:23
99,KSC,Sentinel-6 Michael Freilich (Jason-CS A),"1,192 kg",LEO,Republic of Korea Army,"Success
",,,16 November 2020,00:27
100,VAFB,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,,21 November 2020,17:17:08
101,CCAFS,SpaceX CRS-21,"2,972 kg",LEO,SpaceX,"Success
",,,25 November 2020,02:13
102,KSC,SXM-7,"7,000 kg",LEO,CONAE,"Success
",,,6 December 2020,16:17:08
103,CCSFS,NROL-108,C,MEO,SpaceX,"Success
",,,13 December 2020,17:30:00
104,KSC,Türksat 5A,"3,500 kg",GTO,SpaceX,"Success
",,,19 December 2020,14:00:00
105,CCSFS,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,,8 January 2021,02:15
106,KSC,Transporter-1,"~5,000 kg",LEO,SpaceX,"Success
",,,20 January 2021,13:02
1,CCSFS,Dragon Spacecraft Qualification Unit,"15,600 kg",SSO,USSF,"Success
",,,24 January 2021,15:00
2,CCAFS,Dragon,"15,600 kg",LEO,NASA,"Success
",,,4 June 2010,18:45
3,CCAFS,Dragon,"15,600 kg",LEO,NASA,"Success
",,,8 December 2010,15:43
4,CCAFS,SpaceX CRS-1,"15,600 kg",LEO,SpaceX,"Success
",,,22 May 2012,07:44
5,CCAFS,SpaceX CRS-2,"15,600 kg",LEO,NASA,"Success
",,,8 October 2012,00:35
6,CCAFS,CASSIOPE,"15,600 kg",MEO,Sirius XM,"Success
",,,1 March 2013,15:10
7,VAFB,SES-8,"15,600 kg",LEO,NRO,"Success
",,,29 September 2013,16:00
8,CCAFS,Thaicom 6,"~13,000 kg",LEO,Türksat,"Success
",,,3 December 2013,22:41
9,CCAFS,SpaceX CRS-3,"15,600 kg",LEO,SpaceX,"Success
",,,6 January 2014,22:06
10,Cape Canaveral,Orbcomm-OG2,"15,600 kg",LEO,"<a href=""/wiki/SpaceX"" title=""SpaceX"">SpaceX</a>","Success
",,,18 April 2014,19:25
11,Cape Canaveral,AsiaSat 8,"15,600 kg",GTO,"<a href=""/wiki/NASA"" title=""NASA"">NASA</a>","Success
",,,14 July 2014,15:15
12,Cape Canaveral,AsiaSat 6,"~14,000 kg",LEO,"<a href=""/wiki/NASA"" title=""NASA"">NASA</a>","Success
",,,5 August 2014,08:00
13,Cape Canaveral,SpaceX CRS-4,"15,600 kg",GTO,"<a href=""/wiki/NASA"" title=""NASA"">NASA</a>","Success
",,,7 September 2014,05:00
14,Cape Canaveral,SpaceX CRS-5,"3,328 kg",LEO,"<a href=""/wiki/NASA"" title=""NASA"">NASA</a>","Success
",,,21 September 2014,05:52
15,Cape Canaveral,DSCOVR,"7,000 kg",SSO,"<a href=""/wiki/Maxar_Technologies"" title=""Maxar Technologies"">MDA</a>","Success
",,,10 January 2015,09:47
16,Cape Canaveral,ABS-3A,0,LEO,"<a class=""mw-redirect"" href=""/wiki/SES_S.A."" title=""SES S.A."">SES</a>","Success
",,,11 February 2015,23:03
17,Cape Canaveral,SpaceX CRS-6,0,LEO,"<a href=""/wiki/Thaicom"" title=""Thaicom"">Thaicom</a>","Success
",,,2 March 2015,03:50
18,Cape Canaveral,TürkmenÄlem 52°E / MonacoSAT,525 kg,LEO,"<a href=""/wiki/NASA"" title=""NASA"">NASA</a>","Success
",,,14 April 2015,20:10
19,Cape Canaveral,SpaceX CRS-7,"4,700 kg",LEO,"<a href=""/wiki/Orbcomm"" title=""Orbcomm"">Orbcomm</a>","Success
",,,27 April 2015,23:03
20,Cape Canaveral,Orbcomm-OG2,"4,877 kg",LEO,"<a href=""/wiki/AsiaSat"" title=""AsiaSat"">AsiaSat</a>","Success
",,,28 June 2015,14:21
21,Cape Canaveral,Jason-3,500 kg,Polar orbit,"<a href=""/wiki/AsiaSat"" title=""AsiaSat"">AsiaSat</a>","Success
",,,22 December 2015,01:29
22,VAFB,SES-9,"3,170 kg",GTO,"<a href=""/wiki/NASA"" title=""NASA"">NASA</a>","Success
",,,17 January 2016,18:42
23,Cape Canaveral,SpaceX CRS-8,"3,325 kg",GTO,"<a href=""/wiki/NASA"" title=""NASA"">NASA</a>","Success
",,,4 March 2016,23:35
24,Cape Canaveral,JCSAT-14,"2,296 kg",LEO,"<a href=""/wiki/United_States_Air_Force"" title=""United States Air Force"">USAF</a>","Success
",,,8 April 2016,20:43
25,Cape Canaveral,Thaicom 8,"1,316 kg",LEO,"<a class=""mw-redirect"" href=""/wiki/Asia_Broadcast_Satellite"" title=""Asia Broadcast Satellite"">ABS</a>","Success
",,,6 May 2016,05:21
26,Cape Canaveral,ABS-2A,"4,535 kg",GTO,"<a href=""/wiki/NASA"" title=""NASA"">NASA</a>",,,,27 May 2016,21:39
27,Cape Canaveral,SpaceX CRS-9,"4,428 kg",GTO,"<a href=""/wiki/Turkmenistan_National_Space_Agency"" title=""Turkmenistan National Space Agency"">Turkmenistan National<br/>Space Agency</a>",,,,15 June 2016,14:29
28,Cape Canaveral,JCSAT-16,"2,216 kg",LEO,"<a href=""/wiki/NASA"" title=""NASA"">NASA</a>",,,,18 July 2016,04:45
29,Cape Canaveral,Iridium NEXT,"2,395 kg",LEO,"<a href=""/wiki/Orbcomm"" title=""Orbcomm"">Orbcomm</a>",,,,14 August 2016,05:26
30,VAFB,SpaceX CRS-10,570 kg,HEO,"<a href=""/wiki/NASA"" title=""NASA"">NASA</a>",,,,14 January 2017,17:54
31,KSC,EchoStar 23,"4,159 kg",GTO,"<a class=""mw-redirect"" href=""/wiki/SES_S.A."" title=""SES S.A."">SES</a>",,,,19 February 2017,14:39
32,KSC,SES-10,"1,898 kg",LEO,"<a href=""/wiki/NASA"" title=""NASA"">NASA</a>",,,,16 March 2017,06:00
33,KSC,NROL-76,"4,707 kg",GTO,"<a href=""/wiki/SKY_Perfect_JSAT"" title=""SKY Perfect JSAT"">SKY Perfect JSAT Group</a>",,,,30 March 2017,22:27
34,KSC,Inmarsat-5 F4,"1,952 kg",LEO,"<a href=""/wiki/Thaicom"" title=""Thaicom"">Thaicom</a>",,,,1 May 2017,11:15
35,KSC,SpaceX CRS-11,"2,034 kg",LEO,"<a class=""mw-redirect"" href=""/wiki/Asia_Broadcast_Satellite"" title=""Asia Broadcast Satellite"">ABS</a>",,,,15 May 2017,23:21
36,KSC,BulgariaSat-1,553 kg,LEO,"<a href=""/wiki/NASA"" title=""NASA"">NASA</a>",,,,3 June 2017,21:07
37,KSC,Iridium NEXT,"5,271 kg",GTO,"<a class=""mw-redirect"" href=""/wiki/SKY_Perfect_JSAT_Group"" title=""SKY Perfect JSAT Group"">SKY Perfect JSAT Group</a>",,,,23 June 2017,19:10
38,VAFB,Intelsat 35e,"3,136 kg",LEO,"<a href=""/wiki/Iridium_Communications"" title=""Iridium Communications"">Iridium Communications</a>",,,,25 June 2017,20:25
39,KSC,SpaceX CRS-12,"4,696 kg",GTO,"<a href=""/wiki/NASA"" title=""NASA"">NASA</a>",,,,5 July 2017,23:38
40,KSC,Formosat-5,"3,100 kg",GTO,"<a href=""/wiki/EchoStar"" title=""EchoStar"">EchoStar</a>",,,,14 August 2017,16:31
41,VAFB,Boeing X-37B,"3,600 kg",GTO,"<a class=""mw-redirect"" href=""/wiki/SES_S.A."" title=""SES S.A."">SES</a>",,,,24 August 2017,18:51
42,KSC,Iridium NEXT,"2,257 kg",LEO,"<a href=""/wiki/National_Reconnaissance_Office"" title=""National Reconnaissance Office"">NRO</a>",,,,7 September 2017,14:00
43,VAFB,SES-11,"4,600 kg",GTO,"<a href=""/wiki/Inmarsat"" title=""Inmarsat"">Inmarsat</a>",,,,9 October 2017,12:37
44,KSC,Koreasat 5A,"9,600 kg",Polar,"<a href=""/wiki/NASA"" title=""NASA"">NASA</a>",,,,11 October 2017,22:53:00
45,KSC,SpaceX CRS-13,"2,490 kg",LEO,"<a href=""/wiki/Bulsatcom"" title=""Bulsatcom"">Bulsatcom</a>",,,,30 October 2017,19:34
46,Cape Canaveral,Iridium NEXT,"5,600 kg",GTO,"<a href=""/wiki/Iridium_Communications"" title=""Iridium Communications"">Iridium Communications</a>",,,,15 December 2017,15:36
47,VAFB,Zuma,"5,300 kg",GTO,"<a href=""/wiki/Intelsat"" title=""Intelsat"">Intelsat</a>",,,,23 December 2017,01:27
48,CCAFS,GovSat-1,C,LEO,"<a href=""/wiki/NASA"" title=""NASA"">NASA</a>",,,,8 January 2018,01:00
49,CCAFS,Paz,"6,070 kg",GTO,"<a class=""mw-redirect"" href=""/wiki/National_Space_Organization"" title=""National Space Organization"">NSPO</a>",,,,31 January 2018,21:25
50,VAFB,Hispasat 30W-6,"2,708 kg",LEO,"<a href=""/wiki/United_States_Air_Force"" title=""United States Air Force"">USAF</a>",,,,22 February 2018,14:17
51,CCAFS,Iridium NEXT,"3,669 kg",GTO,"<a href=""/wiki/Iridium_Communications"" title=""Iridium Communications"">Iridium Communications</a>",,,,6 March 2018,05:33
52,VAFB,SpaceX CRS-14,"9,600 kg",LEO,"<a class=""mw-redirect"" href=""/wiki/SES_S.A."" title=""SES S.A."">SES S.A.</a>",,,,30 March 2018,14:14
53,CCAFS,Transiting Exoplanet Survey Satellite,"6,761 kg",GTO,"<a href=""/wiki/KT_Corporation"" title=""KT Corporation"">KT Corporation</a>",,,,2 April 2018,20:30
54,CCAFS,Bangabandhu-1,"3,310 kg",LEO,"<a href=""/wiki/NASA"" title=""NASA"">NASA</a>",,,,18 April 2018,22:51
55,KSC,Iridium NEXT,475 kg,SSO,"<a href=""/wiki/Iridium_Communications"" title=""Iridium Communications"">Iridium Communications</a>",,,,11 May 2018,20:14
56,VAFB,SES-12,"4,990 kg",LEO,"<a href=""/wiki/Northrop_Grumman"" title=""Northrop Grumman"">Northrop Grumman</a>",,,,22 May 2018,19:47
57,CCAFS,SpaceX CRS-15,"9,600 kg",Polar,"<a class=""mw-redirect"" href=""/wiki/SES_S.A."" title=""SES S.A."">SES</a>",,,,4 June 2018,04:45
58,CCAFS,Telstar 19V,"5,200 kg",GTO,"<a href=""/wiki/Hisdesat"" title=""Hisdesat"">Hisdesat</a>",,,,29 June 2018,09:42
